"WBAN","STATION_ID","UTC_START","TEMPERATURE","PRECIPITATION","VARIABLE","VOLUMETRIC","NOPRCPRESPONSE","FROZENRECOVERY","NOISE","FAILURE","STATIC","ERRATIC","DIURNALNOISE","TOOHIGH","SCALING","ZERO","SPIKE","stVarId","flgCount","anyFlag"
63858,1122,"2017-11-08 00:00:00",20.979,0,"sw2010",0.469,0,0,0,0,0,0,0,0,0,0,0,"1122sw2010",0,0
63858,1122,"2017-11-08 01:00:00",21.09,0,"sw2010",0.463,0,0,0,0,0,0,0,0,0,0,0,"1122sw2010",0,0
63858,1122,"2017-11-08 02:00:00",20.685,0,"sw2010",0.46,0,0,0,0,0,0,0,0,0,0,0,"1122sw2010",0,0
63858,1122,"2017-11-08 03:00:00",20.612,0,"sw2010",0.474,0,0,0,0,0,0,0,0,0,0,0,"1122sw2010",0,0
63858,1122,"2017-11-08 04:00:00",20.613,0,"sw2010",0.468,0,0,0,0,0,0,0,0,0,0,0,"1122sw2010",0,0
63858,1122,"2017-11-08 05:00:00",20.645,0,"sw2010",0.465,0,0,0,0,0,0,0,0,0,0,0,"1122sw2010",0,0
63858,1122,"2017-11-08 06:00:00",20.659,0,"sw2010",0.464,0,0,0,0,0,0,0,0,0,0,0,"1122sw2010",0,0
63858,1122,"2017-11-08 07:00:00",20.178,0,"sw2010",0.465,0,0,0,0,0,0,0,0,0,0,0,"1122sw2010",0,0
63858,1122,"2017-11-08 08:00:00",19.344,0,"sw2010",0.466,0,0,0,0,0,0,0,0,0,0,0,"1122sw2010",0,0
63858,1122,"2017-11-08 09:00:00",18.518,0,"sw2010",0.473,0,0,0,0,0,0,0,0,0,0,0,"1122sw2010",0,0
63858,1122,"2017-11-08 10:00:00",17.355,0,"sw2010",0.459,0,0,0,0,0,0,0,0,0,0,0,"1122sw2010",0,0
63858,1122,"2017-11-08 11:00:00",16.598,0,"sw2010",0.459,0,0,0,0,0,0,0,0,0,0,0,"1122sw2010",0,0
63858,1122,"2017-11-08 12:00:00",16.405,0,"sw2010",0.465,0,0,0,0,0,0,0,0,0,0,0,"1122sw2010",0,0
63858,1122,"2017-11-08 13:00:00",16.611,0,"sw2010",0.465,0,0,0,0,0,0,0,0,0,0,0,"1122sw2010",0,0
63858,1122,"2017-11-08 14:00:00",16.533,0,"sw2010",0.471,0,0,0,0,0,0,0,0,0,0,0,"1122sw2010",0,0
63858,1122,"2017-11-08 15:00:00",16.251,0,"sw2010",0.468,0,0,0,0,0,0,0,0,0,0,0,"1122sw2010",0,0
63858,1122,"2017-11-08 16:00:00",16.269,0,"sw2010",0.457,0,0,0,0,0,0,0,0,0,0,0,"1122sw2010",0,0
63858,1122,"2017-11-08 17:00:00",15.702,0,"sw2010",0.468,0,0,0,0,0,0,0,0,0,0,0,"1122sw2010",0,0
63858,1122,"2017-11-08 18:00:00",16.26,0,"sw2010",0.471,0,0,0,0,0,0,0,0,0,0,0,"1122sw2010",0,0
63858,1122,"2017-11-08 19:00:00",15.638,0,"sw2010",0.471,0,0,0,0,0,0,0,0,0,0,0,"1122sw2010",0,0
63858,1122,"2017-11-08 20:00:00",15.403,0,"sw2010",0.471,0,0,0,0,0,0,0,0,0,0,0,"1122sw2010",0,0
63858,1122,"2017-11-08 21:00:00",15.094,0,"sw2010",0.471,0,0,0,0,0,0,0,0,0,0,0,"1122sw2010",0,0
63858,1122,"2017-11-08 22:00:00",14.38,0,"sw2010",0.471,0,0,0,0,0,0,0,0,0,0,0,"1122sw2010",0,0
63858,1122,"2017-11-08 23:00:00",14.092,0,"sw2010",0.464,0,0,0,0,0,0,0,0,0,0,0,"1122sw2010",0,0
63858,1122,"2017-11-09 00:00:00",13.95,0,"sw2010",0.461,0,0,0,0,0,0,0,0,0,0,0,"1122sw2010",0,0
63858,1122,"2017-11-09 01:00:00",13.618,0,"sw2010",0.46,0,0,0,0,0,0,0,0,0,0,0,"1122sw2010",0,0
63858,1122,"2017-11-09 02:00:00",13.272,0,"sw2010",0.472,0,0,0,0,0,0,0,0,0,0,0,"1122sw2010",0,0
63858,1122,"2017-11-09 03:00:00",12.701,0,"sw2010",0.466,0,0,0,0,0,0,0,0,0,0,0,"1122sw2010",0,0
63858,1122,"2017-11-09 04:00:00",12.274,0,"sw2010",0.467,0,0,0,0,0,0,0,0,0,0,0,"1122sw2010",0,0
63858,1122,"2017-11-09 05:00:00",12.12,0,"sw2010",0.467,0,0,0,0,0,0,0,0,0,0,0,"1122sw2010",0,0
63858,1122,"2017-11-09 06:00:00",11.902,0,"sw2010",0.468,0,0,0,0,0,0,0,0,0,0,0,"1122sw2010",0,0
63858,1122,"2017-11-09 07:00:00",11.493,0,"sw2010",0.465,0,0,0,0,0,0,0,0,0,0,0,"1122sw2010",0,0
63858,1122,"2017-11-09 08:00:00",11.172,2,"sw2010",0.471,0,0,0,0,0,0,0,0,0,0,0,"1122sw2010",0,0
63858,1122,"2017-11-09 09:00:00",10.812,4.8,"sw2010",0.478,0,0,0,0,0,0,0,0,0,0,0,"1122sw2010",0,0
63858,1122,"2017-11-09 10:00:00",10.692,1,"sw2010",0.482,0,0,0,0,0,0,0,0,0,0,0,"1122sw2010",0,0
63858,1122,"2017-11-09 11:00:00",10.598,2,"sw2010",0.493,0,0,0,0,0,0,0,0,0,0,0,"1122sw2010",0,0
63858,1122,"2017-11-09 12:00:00",10.525,2.2,"sw2010",0.494,0,0,0,0,0,0,0,0,0,0,0,"1122sw2010",0,0
63858,1122,"2017-11-09 13:00:00",10.605,0.3,"sw2010",0.483,0,0,0,0,0,0,0,0,0,0,0,"1122sw2010",0,0
63858,1122,"2017-11-09 14:00:00",10.97,0,"sw2010",0.488,0,0,0,0,0,0,0,0,0,0,0,"1122sw2010",0,0
63858,1122,"2017-11-09 15:00:00",11.624,0,"sw2010",0.491,0,0,0,0,0,0,0,0,0,0,0,"1122sw2010",0,0
63858,1122,"2017-11-09 16:00:00",12.348,0,"sw2010",0.49,0,0,0,0,0,0,0,0,0,0,0,"1122sw2010",0,0
63858,1122,"2017-11-09 17:00:00",12.503,0,"sw2010",0.491,0,0,0,0,0,0,0,0,0,0,0,"1122sw2010",0,0
63858,1122,"2017-11-09 18:00:00",12.348,0,"sw2010",0.489,0,0,0,0,0,0,0,0,0,0,0,"1122sw2010",0,0
63858,1122,"2017-11-09 19:00:00",12.419,0,"sw2010",0.491,0,0,0,0,0,0,0,0,0,0,0,"1122sw2010",0,0
63858,1122,"2017-11-09 20:00:00",12.514,0,"sw2010",0.485,0,0,0,0,0,0,0,0,0,0,0,"1122sw2010",0,0
63858,1122,"2017-11-09 21:00:00",12.805,0,"sw2010",0.491,0,0,0,0,0,0,0,0,0,0,0,"1122sw2010",0,0
63858,1122,"2017-11-09 22:00:00",12.883,0,"sw2010",0.486,0,0,0,0,0,0,0,0,0,0,0,"1122sw2010",0,0
63858,1122,"2017-11-09 23:00:00",11.499,0,"sw2010",0.492,0,0,0,0,0,0,0,0,0,0,0,"1122sw2010",0,0
63858,1122,"2017-11-10 00:00:00",8.954,0,"sw2010",0.493,0,0,0,0,0,0,0,0,0,0,0,"1122sw2010",0,0
63858,1122,"2017-11-10 01:00:00",7.487,0,"sw2010",0.492,0,0,0,0,0,0,0,0,0,0,0,"1122sw2010",0,0
63858,1122,"2017-11-10 02:00:00",6.293,0,"sw2010",0.481,0,0,0,0,0,0,0,0,0,0,0,"1122sw2010",0,0
63858,1122,"2017-11-10 03:00:00",5.832,0,"sw2010",0.493,0,0,0,0,0,0,0,0,0,0,0,"1122sw2010",0,0
63858,1122,"2017-11-10 04:00:00",5.002,0,"sw2010",0.487,0,0,0,0,0,0,0,0,0,0,0,"1122sw2010",0,0
63858,1122,"2017-11-10 05:00:00",5.134,0,"sw2010",0.486,0,0,0,0,0,0,0,0,0,0,0,"1122sw2010",0,0
63858,1122,"2017-11-10 06:00:00",4.426,0,"sw2010",0.488,0,0,0,0,0,0,0,0,0,0,0,"1122sw2010",0,0
63858,1122,"2017-11-10 07:00:00",3.356,0,"sw2010",0.488,0,0,0,0,0,0,0,0,0,0,0,"1122sw2010",0,0
63858,1122,"2017-11-10 08:00:00",4.892,0,"sw2010",0.491,0,0,0,0,0,0,0,0,0,0,0,"1122sw2010",0,0
63858,1122,"2017-11-10 09:00:00",5.1,0,"sw2010",0.49,0,0,0,0,0,0,0,0,0,0,0,"1122sw2010",0,0
63858,1122,"2017-11-10 10:00:00",5.402,0,"sw2010",0.491,0,0,0,0,0,0,0,0,0,0,0,"1122sw2010",0,0
63858,1122,"2017-11-10 11:00:00",4.76,0,"sw2010",0.49,0,0,0,0,0,0,0,0,0,0,0,"1122sw2010",0,0
63858,1122,"2017-11-10 12:00:00",4.442,0,"sw2010",0.487,0,0,0,0,0,0,0,0,0,0,0,"1122sw2010",0,0
63858,1122,"2017-11-10 13:00:00",6.753,0,"sw2010",0.488,0,0,0,0,0,0,0,0,0,0,0,"1122sw2010",0,0
63858,1122,"2017-11-10 14:00:00",9.512,0,"sw2010",0.483,0,0,0,0,0,0,0,0,0,0,0,"1122sw2010",0,0
63858,1122,"2017-11-10 15:00:00",12.577,0,"sw2010",0.486,0,0,0,0,0,0,0,0,0,0,0,"1122sw2010",0,0
63858,1122,"2017-11-10 16:00:00",14.95,0,"sw2010",0.49,0,0,0,0,0,0,0,0,0,0,0,"1122sw2010",0,0
63858,1122,"2017-11-10 17:00:00",16.548,0,"sw2010",0.484,0,0,0,0,0,0,0,0,0,0,0,"1122sw2010",0,0
63858,1122,"2017-11-10 18:00:00",17.548,0,"sw2010",0.485,0,0,0,0,0,0,0,0,0,0,0,"1122sw2010",0,0
63858,1122,"2017-11-10 19:00:00",17.995,0,"sw2010",0.483,0,0,0,0,0,0,0,0,0,0,0,"1122sw2010",0,0
63858,1122,"2017-11-10 20:00:00",18.132,0,"sw2010",0.485,0,0,0,0,0,0,0,0,0,0,0,"1122sw2010",0,0
63858,1122,"2017-11-10 21:00:00",17.431,0,"sw2010",0.484,0,0,0,0,0,0,0,0,0,0,0,"1122sw2010",0,0
63858,1122,"2017-11-10 22:00:00",14.661,0,"sw2010",0.483,0,0,0,0,0,0,0,0,0,0,0,"1122sw2010",0,0
63858,1122,"2017-11-10 23:00:00",9.885,0,"sw2010",0.476,0,0,0,0,0,0,0,0,0,0,0,"1122sw2010",0,0
63858,1122,"2017-11-11 00:00:00",8.386,0,"sw2010",0.478,0,0,0,0,0,0,0,0,0,0,0,"1122sw2010",0,0
63858,1122,"2017-11-11 01:00:00",6.655,0,"sw2010",0.477,0,0,0,0,0,0,0,0,0,0,0,"1122sw2010",0,0
63858,1122,"2017-11-11 02:00:00",7.458,0,"sw2010",0.474,0,0,0,0,0,0,0,0,0,0,0,"1122sw2010",0,0
63858,1122,"2017-11-11 03:00:00",5.447,0,"sw2010",0.476,0,0,0,0,0,0,0,0,0,0,0,"1122sw2010",0,0
63858,1122,"2017-11-11 04:00:00",4.704,0,"sw2010",0.476,0,0,0,0,0,0,0,0,0,0,0,"1122sw2010",0,0
63858,1122,"2017-11-11 05:00:00",4.708,0,"sw2010",0.469,0,0,0,0,0,0,0,0,0,0,0,"1122sw2010",0,0
63858,1122,"2017-11-11 06:00:00",4.206,0,"sw2010",0.474,0,0,0,0,0,0,0,0,0,0,0,"1122sw2010",0,0
63858,1122,"2017-11-11 07:00:00",3.696,0,"sw2010",0.472,0,0,0,0,0,0,0,0,0,0,0,"1122sw2010",0,0
63858,1122,"2017-11-11 08:00:00",2.872,0,"sw2010",0.469,0,0,0,0,0,0,0,0,0,0,0,"1122sw2010",0,0
63858,1122,"2017-11-11 09:00:00",3.092,0,"sw2010",0.472,0,0,0,0,0,0,0,0,0,0,0,"1122sw2010",0,0
63858,1122,"2017-11-11 10:00:00",3.322,0,"sw2010",0.475,0,0,0,0,0,0,0,0,0,0,0,"1122sw2010",0,0
63858,1122,"2017-11-11 11:00:00",2.933,0,"sw2010",0.471,0,0,0,0,0,0,0,0,0,0,0,"1122sw2010",0,0
63858,1122,"2017-11-11 12:00:00",3.369,0,"sw2010",0.476,0,0,0,0,0,0,0,0,0,0,0,"1122sw2010",0,0
63858,1122,"2017-11-11 13:00:00",7.373,0,"sw2010",0.469,0,0,0,0,0,0,0,0,0,0,0,"1122sw2010",0,0
63858,1122,"2017-11-11 14:00:00",10.901,0,"sw2010",0.464,0,0,0,0,0,0,0,0,0,0,0,"1122sw2010",0,0
63858,1122,"2017-11-11 15:00:00",13.671,0,"sw2010",0.474,0,0,0,0,0,0,0,0,0,0,0,"1122sw2010",0,0
63858,1122,"2017-11-11 16:00:00",15.948,0,"sw2010",0.475,0,0,0,0,0,0,0,0,0,0,0,"1122sw2010",0,0
63858,1122,"2017-11-11 17:00:00",17.099,0,"sw2010",0.474,0,0,0,0,0,0,0,0,0,0,0,"1122sw2010",0,0
63858,1122,"2017-11-11 18:00:00",18.094,0,"sw2010",0.471,0,0,0,0,0,0,0,0,0,0,0,"1122sw2010",0,0
63858,1122,"2017-11-11 19:00:00",18.693,0,"sw2010",0.472,0,0,0,0,0,0,0,0,0,0,0,"1122sw2010",0,0
63858,1122,"2017-11-11 20:00:00",18.893,0,"sw2010",0.473,0,0,0,0,0,0,0,0,0,0,0,"1122sw2010",0,0
63858,1122,"2017-11-11 21:00:00",18.617,0,"sw2010",0.476,0,0,0,0,0,0,0,0,0,0,0,"1122sw2010",0,0
63858,1122,"2017-11-11 22:00:00",16.972,0,"sw2010",0.476,0,0,0,0,0,0,0,0,0,0,0,"1122sw2010",0,0
63858,1122,"2017-11-11 23:00:00",14.964,0,"sw2010",0.47,0,0,0,0,0,0,0,0,0,0,0,"1122sw2010",0,0
63858,1122,"2017-11-12 00:00:00",13.833,0,"sw2010",0.474,0,0,0,0,0,0,0,0,0,0,0,"1122sw2010",0,0
63858,1122,"2017-11-12 01:00:00",13.29,0,"sw2010",0.475,0,0,0,0,0,0,0,0,0,0,0,"1122sw2010",0,0
63858,1122,"2017-11-12 02:00:00",12.63,0,"sw2010",0.469,0,0,0,0,0,0,0,0,0,0,0,"1122sw2010",0,0
63858,1122,"2017-11-12 03:00:00",12.678,0,"sw2010",0.473,0,0,0,0,0,0,0,0,0,0,0,"1122sw2010",0,0
63858,1122,"2017-11-12 04:00:00",12.29,0,"sw2010",0.469,0,0,0,0,0,0,0,0,0,0,0,"1122sw2010",0,0
63858,1122,"2017-11-12 05:00:00",12.227,0,"sw2010",0.47,0,0,0,0,0,0,0,0,0,0,0,"1122sw2010",0,0
63858,1122,"2017-11-12 06:00:00",12.23,0,"sw2010",0.471,0,0,0,0,0,0,0,0,0,0,0,"1122sw2010",0,0
63858,1122,"2017-11-12 07:00:00",12.074,0,"sw2010",0.47,0,0,0,0,0,0,0,0,0,0,0,"1122sw2010",0,0
63858,1122,"2017-11-12 08:00:00",11.997,0,"sw2010",0.47,0,0,0,0,0,0,0,0,0,0,0,"1122sw2010",0,0
63858,1122,"2017-11-12 09:00:00",11.932,0,"sw2010",0.474,0,0,0,0,0,0,0,0,0,0,0,"1122sw2010",0,0
63858,1122,"2017-11-12 10:00:00",11.737,0,"sw2010",0.475,0,0,0,0,0,0,0,0,0,0,0,"1122sw2010",0,0
63858,1122,"2017-11-12 11:00:00",11.483,0,"sw2010",0.468,0,0,0,0,0,0,0,0,0,0,0,"1122sw2010",0,0
63858,1122,"2017-11-12 12:00:00",11.382,0,"sw2010",0.475,0,0,0,0,0,0,0,0,0,0,0,"1122sw2010",0,0
63858,1122,"2017-11-12 13:00:00",11.581,0,"sw2010",0.473,0,0,0,0,0,0,0,0,0,0,0,"1122sw2010",0,0
63858,1122,"2017-11-12 14:00:00",11.785,0,"sw2010",0.473,0,0,0,0,0,0,0,0,0,0,0,"1122sw2010",0,0
63858,1122,"2017-11-12 15:00:00",12.229,0,"sw2010",0.468,0,0,0,0,0,0,0,0,0,0,0,"1122sw2010",0,0
63858,1122,"2017-11-12 16:00:00",12.864,0,"sw2010",0.472,0,0,0,0,0,0,0,0,0,0,0,"1122sw2010",0,0
63858,1122,"2017-11-12 17:00:00",13.523,0,"sw2010",0.474,0,0,0,0,0,0,0,0,0,0,0,"1122sw2010",0,0
63858,1122,"2017-11-12 18:00:00",14.259,0,"sw2010",0.473,0,0,0,0,0,0,0,0,0,0,0,"1122sw2010",0,0
63858,1122,"2017-11-12 19:00:00",14.918,0,"sw2010",0.474,0,0,0,0,0,0,0,0,0,0,0,"1122sw2010",0,0
63858,1122,"2017-11-12 20:00:00",15.086,0,"sw2010",0.471,0,0,0,0,0,0,0,0,0,0,0,"1122sw2010",0,0
63858,1122,"2017-11-12 21:00:00",14.704,0,"sw2010",0.474,0,0,0,0,0,0,0,0,0,0,0,"1122sw2010",0,0
63858,1122,"2017-11-12 22:00:00",13.298,0,"sw2010",0.472,0,0,0,0,0,0,0,0,0,0,0,"1122sw2010",0,0
63858,1122,"2017-11-12 23:00:00",12.238,0,"sw2010",0.469,0,0,0,0,0,0,0,0,0,0,0,"1122sw2010",0,0
63858,1122,"2017-11-13 00:00:00",11.383,0,"sw2010",0.475,0,0,0,0,0,0,0,0,0,0,0,"1122sw2010",0,0
63858,1122,"2017-11-13 01:00:00",10.048,0,"sw2010",0.472,0,0,0,0,0,0,0,0,0,0,0,"1122sw2010",0,0
63858,1122,"2017-11-13 02:00:00",10.822,0,"sw2010",0.47,0,0,0,0,0,0,0,0,0,0,0,"1122sw2010",0,0
63858,1122,"2017-11-13 03:00:00",11.273,0,"sw2010",0.474,0,0,0,0,0,0,0,0,0,0,0,"1122sw2010",0,0
63858,1122,"2017-11-13 04:00:00",11.332,0,"sw2010",0.472,0,0,0,0,0,0,0,0,0,0,0,"1122sw2010",0,0
63858,1122,"2017-11-13 05:00:00",11.213,0,"sw2010",0.472,0,0,0,0,0,0,0,0,0,0,0,"1122sw2010",0,0
63858,1122,"2017-11-13 06:00:00",10.901,0,"sw2010",0.474,0,0,0,0,0,0,0,0,0,0,0,"1122sw2010",0,0
63858,1122,"2017-11-13 07:00:00",10.623,0,"sw2010",0.476,0,0,0,0,0,0,0,0,0,0,0,"1122sw2010",0,0
63858,1122,"2017-11-13 08:00:00",10.071,0,"sw2010",0.471,0,0,0,0,0,0,0,0,0,0,0,"1122sw2010",0,0
63858,1122,"2017-11-13 09:00:00",10.328,0,"sw2010",0.471,0,0,0,0,0,0,0,0,0,0,0,"1122sw2010",0,0
63858,1122,"2017-11-13 10:00:00",10.013,0,"sw2010",0.467,0,0,0,0,0,0,0,0,0,0,0,"1122sw2010",0,0
63858,1122,"2017-11-13 11:00:00",8.606,0,"sw2010",0.476,0,0,0,0,0,0,0,0,0,0,0,"1122sw2010",0,0
63858,1122,"2017-11-13 12:00:00",7.958,0,"sw2010",0.464,0,0,0,0,0,0,0,0,0,0,0,"1122sw2010",0,0
63858,1122,"2017-11-13 13:00:00",9.046,0,"sw2010",0.473,0,0,0,0,0,0,0,0,0,0,0,"1122sw2010",0,0
63858,1122,"2017-11-13 14:00:00",11.542,0,"sw2010",0.474,0,0,0,0,0,0,0,0,0,0,0,"1122sw2010",0,0
63858,1122,"2017-11-13 15:00:00",14.723,0,"sw2010",0.471,0,0,0,0,0,0,0,0,0,0,0,"1122sw2010",0,0
63858,1122,"2017-11-13 16:00:00",17.373,0,"sw2010",0.471,0,0,0,0,0,0,0,0,0,0,0,"1122sw2010",0,0
63858,1122,"2017-11-13 17:00:00",18.466,0,"sw2010",0.473,0,0,0,0,0,0,0,0,0,0,0,"1122sw2010",0,0
63858,1122,"2017-11-13 18:00:00",19.125,0,"sw2010",0.47,0,0,0,0,0,0,0,0,0,0,0,"1122sw2010",0,0
63858,1122,"2017-11-13 19:00:00",19.43,0,"sw2010",0.471,0,0,0,0,0,0,0,0,0,0,0,"1122sw2010",0,0
63858,1122,"2017-11-13 20:00:00",19.578,0,"sw2010",0.469,0,0,0,0,0,0,0,0,0,0,0,"1122sw2010",0,0
63858,1122,"2017-11-13 21:00:00",19.072,0,"sw2010",0.474,0,0,0,0,0,0,0,0,0,0,0,"1122sw2010",0,0
63858,1122,"2017-11-13 22:00:00",16.415,0,"sw2010",0.473,0,0,0,0,0,0,0,0,0,0,0,"1122sw2010",0,0
63858,1122,"2017-11-13 23:00:00",11.676,0,"sw2010",0.472,0,0,0,0,0,0,0,0,0,0,0,"1122sw2010",0,0
63858,1122,"2017-11-14 00:00:00",9.983,0,"sw2010",0.471,0,0,0,0,0,0,0,0,0,0,0,"1122sw2010",0,0
63858,1122,"2017-11-14 01:00:00",9.058,0,"sw2010",0.473,0,0,0,0,0,0,0,0,0,0,0,"1122sw2010",0,0
63858,1122,"2017-11-14 02:00:00",10.578,0,"sw2010",0.468,0,0,0,0,0,0,0,0,0,0,0,"1122sw2010",0,0
63858,1122,"2017-11-14 03:00:00",9.563,0,"sw2010",0.473,0,0,0,0,0,0,0,0,0,0,0,"1122sw2010",0,0
63858,1122,"2017-11-14 04:00:00",7.215,0,"sw2010",0.472,0,0,0,0,0,0,0,0,0,0,0,"1122sw2010",0,0
63858,1122,"2017-11-14 05:00:00",6.985,0,"sw2010",0.466,0,0,0,0,0,0,0,0,0,0,0,"1122sw2010",0,0
63858,1122,"2017-11-14 06:00:00",6.44,0,"sw2010",0.471,0,0,0,0,0,0,0,0,0,0,0,"1122sw2010",0,0
63858,1122,"2017-11-14 07:00:00",5.006,0,"sw2010",0.468,0,0,0,0,0,0,0,0,0,0,0,"1122sw2010",0,0
63858,1122,"2017-11-14 08:00:00",5.373,0,"sw2010",0.462,0,0,0,0,0,0,0,0,0,0,0,"1122sw2010",0,0
63858,1122,"2017-11-14 09:00:00",3.696,0,"sw2010",0.468,0,0,0,0,0,0,0,0,0,0,0,"1122sw2010",0,0
63858,1122,"2017-11-14 10:00:00",2.541,0,"sw2010",0.46,0,0,0,0,0,0,0,0,0,0,0,"1122sw2010",0,0
63858,1122,"2017-11-14 11:00:00",3.093,0,"sw2010",0.469,0,0,0,0,0,0,0,0,0,0,0,"1122sw2010",0,0
63858,1122,"2017-11-14 12:00:00",2.925,0,"sw2010",0.472,0,0,0,0,0,0,0,0,0,0,0,"1122sw2010",0,0
63858,1122,"2017-11-14 13:00:00",6.107,0,"sw2010",0.466,0,0,0,0,0,0,0,0,0,0,0,"1122sw2010",0,0
63858,1122,"2017-11-14 14:00:00",8.783,0,"sw2010",0.458,0,0,0,0,0,0,0,0,0,0,0,"1122sw2010",0,0
63858,1122,"2017-11-14 15:00:00",11.852,0,"sw2010",0.469,0,0,0,0,0,0,0,0,0,0,0,"1122sw2010",0,0
63858,1122,"2017-11-14 16:00:00",14.665,0,"sw2010",0.467,0,0,0,0,0,0,0,0,0,0,0,"1122sw2010",0,0
63858,1122,"2017-11-14 17:00:00",16.566,0,"sw2010",0.472,0,0,0,0,0,0,0,0,0,0,0,"1122sw2010",0,0
63858,1122,"2017-11-14 18:00:00",17.619,0,"sw2010",0.472,0,0,0,0,0,0,0,0,0,0,0,"1122sw2010",0,0
63858,1122,"2017-11-14 19:00:00",18.283,0,"sw2010",0.467,0,0,0,0,0,0,0,0,0,0,0,"1122sw2010",0,0
63858,1122,"2017-11-14 20:00:00",18.662,0,"sw2010",0.471,0,0,0,0,0,0,0,0,0,0,0,"1122sw2010",0,0
63858,1122,"2017-11-14 21:00:00",18.452,0,"sw2010",0.472,0,0,0,0,0,0,0,0,0,0,0,"1122sw2010",0,0
63858,1122,"2017-11-14 22:00:00",16.295,0,"sw2010",0.468,0,0,0,0,0,0,0,0,0,0,0,"1122sw2010",0,0
63858,1122,"2017-11-14 23:00:00",11.036,0,"sw2010",0.476,0,0,0,0,0,0,0,0,0,0,0,"1122sw2010",0,0
63858,1122,"2017-11-15 00:00:00",8.533,0,"sw2010",0.47,0,0,0,0,0,0,0,0,0,0,0,"1122sw2010",0,0
63858,1122,"2017-11-15 01:00:00",7.456,0,"sw2010",0.467,0,0,0,0,0,0,0,0,0,0,0,"1122sw2010",0,0
63858,1122,"2017-11-15 02:00:00",6.778,0,"sw2010",0.468,0,0,0,0,0,0,0,0,0,0,0,"1122sw2010",0,0
63858,1122,"2017-11-15 03:00:00",5.994,0,"sw2010",0.461,0,0,0,0,0,0,0,0,0,0,0,"1122sw2010",0,0
63858,1122,"2017-11-15 04:00:00",5.501,0,"sw2010",0.463,0,0,0,0,0,0,0,0,0,0,0,"1122sw2010",0,0
63858,1122,"2017-11-15 05:00:00",5.179,0,"sw2010",0.465,0,0,0,0,0,0,0,0,0,0,0,"1122sw2010",0,0
63858,1122,"2017-11-15 06:00:00",7.154,0,"sw2010",0.471,0,0,0,0,0,0,0,0,0,0,0,"1122sw2010",0,0
63858,1122,"2017-11-15 07:00:00",7.836,0,"sw2010",0.468,0,0,0,0,0,0,0,0,0,0,0,"1122sw2010",0,0
63858,1122,"2017-11-15 08:00:00",7.745,0,"sw2010",0.468,0,0,0,0,0,0,0,0,0,0,0,"1122sw2010",0,0
63858,1122,"2017-11-15 09:00:00",7.558,0,"sw2010",0.465,0,0,0,0,0,0,0,0,0,0,0,"1122sw2010",0,0
63858,1122,"2017-11-15 10:00:00",6.499,0,"sw2010",0.466,0,0,0,0,0,0,0,0,0,0,0,"1122sw2010",0,0
63858,1122,"2017-11-15 11:00:00",6.612,0,"sw2010",0.459,0,0,0,0,0,0,0,0,0,0,0,"1122sw2010",0,0
63858,1122,"2017-11-15 12:00:00",6.65,0,"sw2010",0.464,0,0,0,0,0,0,0,0,0,0,0,"1122sw2010",0,0
63858,1122,"2017-11-15 13:00:00",8.246,0,"sw2010",0.464,0,0,0,0,0,0,0,0,0,0,0,"1122sw2010",0,0
63858,1122,"2017-11-15 14:00:00",10.033,0,"sw2010",0.465,0,0,0,0,0,0,0,0,0,0,0,"1122sw2010",0,0
63858,1122,"2017-11-15 15:00:00",12.3,0,"sw2010",0.467,0,0,0,0,0,0,0,0,0,0,0,"1122sw2010",0,0
63858,1122,"2017-11-15 16:00:00",13.613,0,"sw2010",0.465,0,0,0,0,0,0,0,0,0,0,0,"1122sw2010",0,0
63858,1122,"2017-11-15 17:00:00",15.072,0,"sw2010",0.466,0,0,0,0,0,0,0,0,0,0,0,"1122sw2010",0,0
63858,1122,"2017-11-15 18:00:00",15.962,0,"sw2010",0.466,0,0,0,0,0,0,0,0,0,0,0,"1122sw2010",0,0
63858,1122,"2017-11-15 19:00:00",16.829,0,"sw2010",0.466,0,0,0,0,0,0,0,0,0,0,0,"1122sw2010",0,0
63858,1122,"2017-11-15 20:00:00",17.225,0,"sw2010",0.466,0,0,0,0,0,0,0,0,0,0,0,"1122sw2010",0,0
63858,1122,"2017-11-15 21:00:00",17.334,0,"sw2010",0.468,0,0,0,0,0,0,0,0,0,0,0,"1122sw2010",0,0
63858,1122,"2017-11-15 22:00:00",15.803,0,"sw2010",0.473,0,0,0,0,0,0,0,0,0,0,0,"1122sw2010",0,0
63858,1122,"2017-11-15 23:00:00",12.096,0,"sw2010",0.476,0,0,0,0,0,0,0,0,0,0,0,"1122sw2010",0,0
63858,1122,"2017-11-16 00:00:00",9.315,0,"sw2010",0.457,0,0,0,0,0,0,0,0,0,0,0,"1122sw2010",0,0
63858,1122,"2017-11-16 01:00:00",8.044,0,"sw2010",0.46,0,0,0,0,0,0,0,0,0,0,0,"1122sw2010",0,0
63858,1122,"2017-11-16 02:00:00",9.949,0,"sw2010",0.469,0,0,0,0,0,0,0,0,0,0,0,"1122sw2010",0,0
63858,1122,"2017-11-16 03:00:00",11.102,0,"sw2010",0.46,0,0,0,0,0,0,0,0,0,0,0,"1122sw2010",0,0
63858,1122,"2017-11-16 04:00:00",11.167,0,"sw2010",0.471,0,0,0,0,0,0,0,0,0,0,0,"1122sw2010",0,0
